"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"20","RL",64,6762,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",1,108,4,3,"PConc",4,3,1,6,664,1,0,544,1208,"GasA",5,1,"SBrkr",1208,0,0,1208,1,0,2,0,2,1,4,6,7,0,0,"Attchd",2007,2,2,628,3,3,2,105,54,0,0,0,0,0,"None","None",0,"9",2007,"New","Partial",195400
"20","RL",130,11457,1,"None",2,"Lvl","Corner",2,"Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",4,3,2,6,1005,1,0,387,1392,"GasA",3,1,"SBrkr",1412,0,0,1412,1,0,2,0,3,1,4,6,7,1,3,"Attchd",1988,1,2,576,3,3,2,0,0,169,0,0,0,0,"None","None",0,"3",2009,"WD","Normal",175000
"160","RM",21,1680,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard",1,232,3,3,"CBlock",3,3,1,5,387,1,0,96,483,"GasA",3,1,"SBrkr",483,504,0,987,0,0,1,1,2,1,3,4,7,0,0,"Detchd",1971,1,1,264,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7",2008,"COD","Abnorml",85400
"50","RM",60,5586,1,"None",2,"Bnk","Inside",2,"OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,901,901,"GasA",4,1,"SBrkr",1088,110,0,1198,0,0,1,0,4,1,3,7,7,0,0,"No Garage",1920,0,0,0,0,0,0,0,98,0,0,0,0,0,"MnPrv","None",0,"9",2008,"ConLD","Abnorml",79900
"160","RM",24,1920,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard",1,376,3,3,"CBlock",3,3,1,5,471,1,0,294,765,"GasA",5,1,"SBrkr",765,600,0,1365,1,0,1,1,2,1,3,6,6,0,0,"Detchd",1971,1,2,440,3,3,2,240,36,0,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",122500
"60","RL",100,10839,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,926,926,"GasA",5,1,"SBrkr",926,678,0,1604,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1997,3,2,470,3,3,2,0,36,0,0,0,0,0,"None","None",0,"7",2008,"WD","Normal",181000
"180","RM",21,1890,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd",0,0,3,4,"CBlock",4,3,3,5,495,1,0,135,630,"GasA",4,1,"SBrkr",630,0,0,630,1,0,1,0,1,1,3,3,7,0,0,"No Garage",1972,0,0,0,0,0,2,88,0,0,0,0,0,0,"None","None",0,"6",2008,"WD","Normal",81000
"60","RL",43,10667,1,"None",1,"Lvl","CulDSac",2,"CollgCr","PosN","Norm","1Fam","2Story",7,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,3,6,385,5,344,70,799,"GasA",5,1,"SBrkr",827,834,0,1661,1,0,2,1,3,1,4,6,7,1,3,"Attchd",1996,2,2,550,3,3,2,158,61,0,0,0,0,0,"None","None",0,"4",2009,"ConLw","Normal",212000
"50","RM",40,4400,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco",0,0,3,3,"BrkTil",2,3,1,1,0,1,0,648,648,"GasA",3,1,"FuseA",734,384,0,1118,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1990,1,2,440,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10",2006,"WD","Normal",116000
"45","RM",50,6000,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,4,3,"PConc",3,3,1,1,0,1,0,884,884,"GasA",4,1,"SBrkr",904,0,0,904,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1926,1,1,180,3,3,2,0,0,105,0,0,0,0,"None","None",0,"1",2009,"WD","Normal",119000
"30","RL",40,4280,1,"None",3,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing","Stucco",0,0,3,3,"PConc",3,3,1,2,365,1,0,75,440,"GasA",3,0,"SBrkr",694,0,0,694,0,0,1,0,2,1,4,4,7,1,4,"Detchd",1990,1,1,352,4,3,1,0,0,34,0,0,0,0,"MnPrv","None",0,"3",2007,"WD","Normal",90350
"50","RL",67,12354,1,"Grvl",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,2,2,1,0,1,0,684,684,"GasA",4,1,"SBrkr",684,512,0,1196,0,0,1,0,3,1,4,7,7,0,0,"Detchd",2005,1,2,528,3,3,2,0,46,0,0,0,0,0,"GdPrv","Shed",800,"8",2009,"ConLI","Normal",110000
"20","RL",105,15431,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd",2,200,5,3,"PConc",5,3,4,6,1767,5,539,788,3094,"GasA",5,1,"SBrkr",2402,0,0,2402,1,0,2,0,2,1,5,10,7,2,4,"Attchd",2008,3,3,672,3,3,2,0,72,0,0,170,0,0,"None","None",0,"4",2009,"WD","Normal",555000
"90","RL",92,12108,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","Duplex","1Story",4,4,1955,1955,"Gable","CompShg","VinylSd","VinylSd",1,270,3,3,"CBlock",3,3,1,5,133,1,0,1307,1440,"GasA",3,0,"FuseF",1440,0,0,1440,0,0,2,0,4,2,2,8,7,0,0,"No Garage",1955,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"9",2008,"WD","Normal",118000
"50","RM",52,6240,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"PConc",3,3,1,1,0,1,0,1078,1078,"GasA",3,1,"SBrkr",1128,445,0,1573,0,0,2,0,3,1,3,8,7,1,4,"Detchd",1930,1,2,360,3,3,1,0,0,0,0,0,0,0,"None","None",0,"6",2008,"WD","Normal",162900
"120","RL",53,3922,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","WdShing","Wd Shng",1,72,4,3,"PConc",5,3,3,1,0,1,0,1258,1258,"GasA",5,1,"SBrkr",1258,0,0,1258,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2007,3,3,648,3,3,2,144,16,0,0,0,0,0,"None","None",0,"6",2007,"New","Partial",172500
"60","RL",70,8750,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd",0,0,4,4,"PConc",4,3,1,6,642,1,0,273,915,"GasA",5,1,"SBrkr",933,975,0,1908,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1994,1,2,493,3,3,2,144,133,0,0,0,0,0,"None","None",0,"7",2008,"WD","Normal",210000
"20","RL",73,9855,1,"None",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1436,1436,"GasA",2,1,"SBrkr",1689,0,0,1689,0,0,1,0,3,1,3,7,7,1,4,"Attchd",1956,1,2,480,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"11",2009,"COD","Normal",127500
"20","RL",137,16492,1,"None",2,"Lvl","Corner",2,"NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood",0,0,4,3,"CBlock",3,3,1,5,247,3,713,557,1517,"GasA",5,1,"SBrkr",1888,0,0,1888,0,0,2,1,2,1,4,6,4,1,4,"Attchd",1966,3,2,578,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6",2010,"WD","Normal",190000
"60","RL",64,11214,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,930,930,"GasA",4,1,"SBrkr",956,930,0,1886,0,0,2,1,4,1,4,10,7,1,3,"Attchd",1998,3,2,431,3,3,2,89,0,0,0,0,0,0,"None","None",0,"7",2006,"WD","Normal",199900
"50","RM",50,8600,1,"None",3,"Bnk","Inside",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,780,780,"GasA",3,1,"SBrkr",780,596,0,1376,0,0,2,0,3,1,3,7,7,1,4,"Detchd",1937,1,1,198,3,3,0,0,0,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",119500
"50","RM",50,6000,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,1,5,331,1,0,318,649,"GasA",5,1,"SBrkr",679,504,0,1183,0,0,1,1,2,1,3,6,7,0,0,"Detchd",1981,1,1,308,3,3,2,0,176,0,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",120000
"30","RM",70,5684,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",6,8,1930,2005,"Hip","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,813,813,"GasA",5,1,"FuseA",813,0,0,813,0,0,1,0,2,1,4,5,7,0,0,"Detchd",1932,1,1,270,2,2,0,0,113,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",110000
"20","RL",62,70761,1,"None",2,"Low","Inside",1,"ClearCr","Norm","Norm","1Fam","1Story",7,5,1975,1975,"Gable","WdShngl","Plywood","Plywood",0,0,3,3,"CBlock",4,3,4,5,655,1,0,878,1533,"GasA",3,1,"SBrkr",1533,0,0,1533,1,0,2,0,2,1,4,5,7,2,3,"Attchd",1975,1,2,576,3,3,2,200,54,0,0,0,0,0,"None","None",0,"12",2006,"WD","Normal",280000
"60","RL",82,9303,1,"None",2,"Lvl","Corner",2,"Timber","Norm","Norm","1Fam","2Story",6,5,1996,1997,"Hip","CompShg","VinylSd","VinylSd",1,42,4,3,"PConc",5,3,1,5,742,1,0,130,872,"GasA",5,1,"SBrkr",888,868,0,1756,1,0,2,1,3,1,3,7,7,0,0,"Attchd",1996,3,2,422,3,3,2,144,122,0,0,0,0,0,"None","None",0,"7",2007,"WD","Normal",204000
"60","FV",75,9000,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,768,768,"GasA",5,1,"SBrkr",786,804,0,1590,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2008,2,2,676,3,3,2,0,30,0,0,0,0,0,"None","None",0,"6",2009,"WD","Normal",210000
"90","RL",63,9297,1,"None",3,"Lvl","Inside",2,"Mitchel","Norm","Norm","Duplex","1Story",5,5,1976,1976,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,1,5,1606,1,0,122,1728,"GasA",3,1,"SBrkr",1728,0,0,1728,2,0,2,0,4,2,3,8,7,0,0,"Detchd",1976,1,2,560,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7",2006,"WD","Family",188000
"20","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard",1,320,3,3,"CBlock",3,3,1,5,916,1,0,326,1242,"GasA",2,1,"SBrkr",1242,0,0,1242,0,0,1,1,3,1,3,6,7,1,3,"Attchd",1973,1,2,528,3,3,2,0,0,0,0,0,0,0,"None","None",0,"9",2007,"WD","Normal",175500
"70","RM",34,4571,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",5,5,1916,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,624,624,"GasA",2,0,"SBrkr",624,720,0,1344,0,0,1,0,4,1,3,7,7,0,0,"Detchd",1916,1,3,513,2,2,2,0,0,96,0,0,0,0,"None","None",0,"5",2008,"COD","Abnorml",98000
"20","RL",80,53227,1,"None",2,"Low","CulDSac",1,"ClearCr","Norm","Norm","1Fam","1Story",4,6,1954,1994,"Flat","Tar&Grv","Plywood","Plywood",0,0,3,3,"CBlock",4,3,4,4,1116,1,0,248,1364,"GasA",5,1,"SBrkr",1663,0,0,1663,1,0,1,0,2,1,4,6,6,2,4,"Attchd",1954,3,2,529,3,3,2,224,137,0,0,0,0,0,"None","None",0,"3",2008,"WD","Normal",256000
"70","RM",60,5100,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",8,7,1925,1996,"Hip","CompShg","Stucco","Wd Shng",0,0,3,4,"PConc",3,3,1,1,0,1,0,588,588,"GasA",2,1,"SBrkr",833,833,0,1666,0,0,1,0,3,1,4,7,7,1,4,"Detchd",1925,1,1,228,3,3,2,192,63,0,0,0,0,0,"MnPrv","None",0,"6",2008,"WD","Normal",161000
"50","RL",51,7015,1,"None",2,"Bnk","Corner",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1950,1950,"Gable","CompShg","MetalSd","MetalSd",0,161,3,3,"CBlock",3,3,1,2,185,1,0,524,709,"GasA",3,1,"SBrkr",979,224,0,1203,1,0,1,0,3,1,4,5,7,1,3,"Detchd",1950,1,1,352,3,3,2,0,0,248,0,0,0,0,"None","None",0,"7",2009,"WD","Normal",110000
"60","FV",75,8004,1,"None",2,"Lvl","Inside",2,"Somerst","RRAn","Norm","1Fam","2Story",8,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd",2,110,4,3,"PConc",4,3,1,6,544,1,0,288,832,"GasA",5,1,"SBrkr",832,1103,0,1935,1,0,2,1,3,1,3,8,7,0,0,"BuiltIn",2009,3,2,552,3,3,2,0,150,0,0,0,0,0,"None","None",0,"12",2009,"New","Partial",263435
"70","RL",60,7200,1,"None",3,"Lvl","Inside",2,"SWISU","Feedr","Norm","1Fam","2Story",7,9,1936,2007,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,4,4,"PConc",4,4,1,5,350,4,210,0,560,"GasA",5,1,"SBrkr",575,560,0,1135,1,0,1,0,3,1,4,6,7,0,0,"Detchd",1971,2,2,576,3,3,2,256,0,0,0,0,0,0,"MnPrv","None",0,"4",2009,"WD","Normal",155000
"20","RL",60,8281,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,3,553,4,311,0,864,"GasA",4,1,"SBrkr",864,0,0,864,0,0,1,0,3,1,3,5,7,1,1,"Detchd",1965,1,1,360,3,3,2,0,0,236,0,0,0,0,"GdWo","None",0,"12",2009,"WD","Normal",62383
"70","RL",74,11988,1,"None",2,"HLS","Inside",1,"Crawfor","Norm","Norm","1Fam","2Story",6,7,1934,1995,"Hip","CompShg","Stucco","Stucco",0,0,3,3,"CBlock",3,3,1,2,326,1,0,389,715,"GasA",2,1,"FuseA",849,811,0,1660,0,0,1,1,3,1,3,6,7,1,4,"Detchd",1939,1,1,240,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8",2008,"WD","Normal",188700
"20","RL",60,8430,1,"None",3,"HLS","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard",1,136,3,3,"CBlock",4,3,1,3,616,1,0,424,1040,"GasA",3,1,"SBrkr",1040,0,0,1040,0,0,2,0,3,1,3,5,7,0,0,"No Garage",1978,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"8",2009,"WD","Normal",124000
"120","RM",43,3072,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd",1,18,4,3,"PConc",4,3,1,1,0,1,0,1375,1375,"GasA",5,1,"SBrkr",1414,0,0,1414,0,0,2,0,2,1,4,6,7,1,3,"Attchd",2004,3,2,398,3,3,2,144,20,0,0,0,0,0,"None","None",0,"5",2006,"WD","Normal",178740
"20","RL",85,10628,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Flat","Tar&Grv","Plywood","Plywood",0,0,3,4,"CBlock",3,4,4,6,778,1,0,499,1277,"GasA",3,1,"SBrkr",1277,0,0,1277,1,0,1,0,2,1,3,5,7,1,1,"Attchd",1970,1,2,526,3,3,2,0,0,0,0,176,0,0,"GdWo","None",0,"4",2007,"WD","Normal",167000
"70","RL",79,9480,1,"None",3,"Lvl","Inside",2,"NAmes","Artery","Norm","1Fam","2Story",5,7,1942,1995,"Gable","CompShg","MetalSd","MetalSd",2,224,3,3,"CBlock",3,3,1,2,386,1,0,342,728,"GasA",5,1,"SBrkr",888,756,0,1644,0,0,1,1,3,1,4,7,7,2,4,"Attchd",1942,1,1,312,3,3,2,168,0,0,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",146500
"20","RL",98,11428,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",2,248,4,3,"PConc",4,3,1,1,0,1,0,1626,1626,"GasA",5,1,"SBrkr",1634,0,0,1634,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,2,3,866,3,3,2,0,44,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",250000
"60","RL",76,9291,1,"None",2,"Lvl","Corner",2,"SawyerW","RRNe","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard",1,120,4,3,"PConc",4,3,1,6,426,1,0,406,832,"GasA",5,1,"SBrkr",832,878,0,1710,0,0,2,1,3,1,4,7,7,0,0,"Attchd",1993,2,2,506,3,3,2,144,70,0,0,0,0,0,"None","None",0,"6",2008,"WD","Normal",187000
"120","RL",60,6820,1,"None",2,"Lvl","Corner",2,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard",0,0,4,3,"PConc",4,3,3,6,368,4,1120,0,1488,"GasA",3,1,"SBrkr",1502,0,0,1502,1,0,1,1,1,1,4,4,7,0,0,"Attchd",1985,2,2,528,3,3,2,0,54,0,0,140,0,0,"None","None",0,"6",2010,"WD","Normal",212000
"60","RL",92,11952,1,"None",3,"Lvl","Inside",2,"NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing","Plywood",0,0,3,3,"CBlock",4,3,1,1,0,1,0,808,808,"GasA",3,1,"SBrkr",1161,808,0,1969,0,0,2,1,3,1,3,8,7,1,4,"Attchd",1977,2,2,534,3,3,2,0,0,0,0,276,0,0,"None","None",0,"11",2007,"WD","Normal",190000
"180","RM",35,3675,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","TwnhsE","SLvl",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",1,80,3,3,"PConc",4,3,4,6,459,1,0,88,547,"GasA",5,1,"SBrkr",1072,0,0,1072,1,0,1,0,2,1,3,5,7,0,0,"Basment",2005,2,2,525,3,3,2,0,28,0,0,0,0,0,"None","None",0,"6",2008,"WD","Normal",148000
"20","RL",110,14977,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",1,304,4,3,"PConc",5,3,4,6,1350,1,0,626,1976,"GasA",5,1,"SBrkr",1976,0,0,1976,1,0,2,0,2,1,4,7,7,1,5,"Attchd",2006,2,3,908,3,3,2,250,63,0,0,0,0,0,"None","None",0,"7",2007,"New","Partial",440000
"120","RL",41,5330,1,"None",3,"Lvl","Inside",2,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd",0,0,4,3,"PConc",4,3,3,6,1196,1,0,298,1494,"GasA",5,1,"SBrkr",1652,0,0,1652,1,0,2,0,2,1,5,6,7,0,0,"Attchd",2000,2,2,499,3,3,2,96,48,0,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",251000
"20","RL",80,8480,1,"None",3,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,6,630,1,0,340,970,"GasA",3,1,"SBrkr",970,0,0,970,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1996,1,2,624,3,3,2,0,24,0,0,192,0,0,"None","None",0,"7",2007,"WD","Normal",132500
"20","RL",75,13125,1,"None",3,"Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd",1,215,3,3,"PConc",4,3,4,6,994,1,0,484,1478,"GasA",5,1,"SBrkr",1493,0,0,1493,1,0,2,0,3,1,4,7,7,1,3,"Attchd",1997,3,2,508,3,3,2,140,39,0,0,0,0,0,"None","None",0,"4",2008,"WD","Normal",208900
"60","RL",105,13693,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd",1,772,5,3,"PConc",4,3,3,1,0,1,0,2153,2153,"GasA",5,1,"SBrkr",2069,574,0,2643,0,0,2,1,3,1,5,9,7,1,4,"BuiltIn",2006,3,3,694,3,3,2,414,84,0,0,0,0,0,"None","None",0,"3",2007,"WD","Normal",380000
"20","RL",79,10637,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd",2,336,4,3,"PConc",5,3,4,6,1288,1,0,417,1705,"GasA",5,1,"SBrkr",1718,0,0,1718,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2007,2,3,826,3,3,2,208,44,0,0,0,0,0,"None","None",0,"9",2009,"WD","Normal",297000
"30","RM",50,5925,1,"None",3,"Bnk","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,7,1937,2000,"Hip","CompShg","Stucco","Stucco",0,435,3,3,"BrkTil",2,3,1,3,168,1,0,739,907,"GasA",3,1,"SBrkr",1131,0,0,1131,0,0,1,0,2,1,3,7,7,0,0,"Detchd",1995,1,2,672,3,3,2,0,72,0,0,0,0,0,"MnPrv","None",0,"3",2007,"WD","Alloca",89471
"20","RL",98,16033,1,"None",2,"Lvl","FR2",2,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd",1,378,4,3,"PConc",5,3,4,6,1261,1,0,572,1833,"GasA",5,1,"SBrkr",1850,0,0,1850,1,0,2,0,3,1,4,8,7,1,4,"Attchd",2004,3,3,772,3,3,2,519,112,0,0,0,0,0,"None","None",0,"3",2006,"WD","Normal",326000
"20","RL",72,11846,1,"None",2,"HLS","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd",1,562,4,3,"PConc",5,3,4,6,1567,1,0,225,1792,"GasA",5,1,"SBrkr",1792,0,0,1792,1,0,2,0,2,1,5,6,7,1,4,"Attchd",2003,3,3,874,3,3,2,206,49,0,0,0,0,0,"None","None",0,"8",2006,"WD","Normal",374000
"70","RM",50,2500,1,"Pave",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",7,8,1915,2005,"Gable","CompShg","Stucco","Stucco",0,0,4,3,"PConc",3,3,1,5,299,1,0,611,910,"GasA",5,1,"SBrkr",916,910,0,1826,1,0,1,1,4,1,5,7,5,1,4,"Attchd",1915,1,1,164,2,2,2,0,0,0,0,0,0,0,"None","None",0,"6",2009,"WD","Normal",155000
"120","RM",32,4500,1,"None",3,"Lvl","FR2",2,"Mitchel","Norm","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd",1,116,3,3,"PConc",5,3,1,6,897,1,0,319,1216,"GasA",5,1,"SBrkr",1216,0,0,1216,1,0,2,0,2,1,3,5,7,0,0,"Attchd",1998,1,2,402,3,3,2,0,125,0,0,0,0,0,"None","None",0,"5",2006,"WD","Normal",164000
"20","RL",72,7758,1,"None",2,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","1Story",5,7,1962,2001,"Gable","CompShg","HdBoard","Plywood",0,0,3,4,"CBlock",3,3,1,5,588,1,0,411,999,"GasA",4,1,"SBrkr",999,0,0,999,1,0,1,0,3,1,4,6,7,0,0,"Detchd",1963,1,1,264,3,3,2,0,132,0,0,0,0,0,"None","None",0,"3",2007,"WD","Normal",132500
"20","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1950,2007,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"CBlock",3,3,1,5,607,1,0,506,1113,"GasA",4,1,"SBrkr",1113,0,0,1113,0,0,1,0,3,1,4,5,7,1,4,"Attchd",1950,1,1,264,3,3,2,0,80,120,0,0,0,0,"None","None",0,"7",2009,"WD","Normal",147000
"20","RL",79,10289,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd",1,168,3,3,"CBlock",3,3,1,5,836,1,0,237,1073,"GasA",3,1,"SBrkr",1073,0,0,1073,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1965,2,2,515,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",156000
