"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF"
185,NA,"RL",92,7438,1,1,3,"Lvl","AllPub","Inside",3,"BrkSide","RRAn","Feedr","1Fam","1.5Fin",5,8,1908,1991,"Gable","CompShg","AsbShng","Plywood","None",0,3,3,"PConc",3,4,2,2,0,2,0,504,504,"GasA",4,2,"SBrkr",936,316,0,1252,0,0,1,0,3,1,3,5,8,0,1,"Attchd",1986,2,2,576,4,4,3,104,0,0,0,0,0,1,4,"None",0,6,1,"WD","Normal",127000,1756
186,NA,"RM",90,22950,1,1,2,"Lvl","AllPub","Inside",3,"OldTown","Artery","Norm","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,4,4,"BrkTil",4,4,3,2,0,2,0,1107,1107,"GasA",5,2,"SBrkr",1518,1518,572,3608,0,0,2,1,4,1,5,12,8,2,4,"Detchd",1993,2,3,840,6,4,3,0,260,0,0,410,0,1,5,"None",0,6,1,"WD","Normal",475000,4143
187,NA,"RL",60,9947,1,1,3,"Lvl","AllPub","CulDSac",3,"Mitchel","Norm","Norm","1Fam","SLvl",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",5,4,4,7,611,2,0,577,1188,"GasA",5,2,"SBrkr",1217,0,0,1217,1,0,2,0,3,1,4,6,8,0,1,"Attchd",1990,2,2,497,4,4,3,168,27,0,0,0,0,1,5,"None",0,6,4,"WD","Normal",173000,2405
188,NA,"RL",60,10410,1,1,4,"Lvl","AllPub","Inside",3,"OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,4,2,2,0,2,0,660,660,"GasA",5,2,"SBrkr",808,704,144,1656,0,0,2,1,3,1,3,8,6,0,1,"Detchd",1916,2,1,180,3,3,1,0,0,0,140,0,0,1,4,"None",0,8,4,"WD","Normal",135000,2172
189,NA,"RL",64,7018,1,1,4,"Bnk","AllPub","Inside",3,"SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,3,3,"CBlock",5,4,4,7,1086,2,0,0,1086,"GasA",3,2,"SBrkr",1224,0,0,1224,2,0,0,2,2,2,3,6,8,2,4,"Detchd",1979,2,2,528,4,4,3,120,0,0,0,0,0,1,1,"None",0,6,4,"WD","Alloca",153337,2310
190,NA,"RL",41,4923,1,1,4,"Lvl","AllPub","Inside",3,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,4,3,"PConc",6,4,4,7,1153,2,0,440,1593,"GasA",5,2,"SBrkr",1593,0,0,1593,1,0,1,1,0,1,5,5,8,1,5,"Attchd",2001,4,2,682,4,4,3,0,120,0,0,224,0,1,1,"None",0,8,3,"WD","Normal",286000,3186
191,NA,"RL",70,10570,1,1,4,"Bnk","AllPub","Inside",2,"Crawfor","Norm","Norm","1Fam","2Story",8,8,1932,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,4,3,"CBlock",5,5,2,4,297,2,0,556,853,"GasA",3,2,"SBrkr",1549,1178,0,2727,0,0,2,1,3,1,4,10,4,2,4,"Detchd",1932,2,2,440,4,4,3,0,74,0,0,0,0,1,1,"None",0,12,2,"WD","Normal",315000,3580
192,NA,"RL",21,7472,1,1,3,"Lvl","AllPub","CulDSac",3,"NAmes","Norm","Norm","1Fam","2Story",7,9,1972,2004,"Gable","CompShg","HdBoard","HdBoard","BrkFace",138,3,3,"CBlock",4,4,2,6,626,2,0,99,725,"GasA",4,2,"SBrkr",725,754,0,1479,1,0,1,1,4,1,4,7,8,0,1,"Attchd",1972,4,2,484,4,4,3,0,32,0,0,0,0,1,1,"None",0,6,2,"WD","Normal",184000,2204
193,NA,"RL",68,9017,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,7,560,2,0,871,1431,"GasA",5,2,"SBrkr",1431,0,0,1431,1,0,2,0,3,1,4,6,8,0,1,"Attchd",1999,4,2,666,4,4,3,0,35,0,0,0,0,1,1,"None",0,9,4,"WD","Normal",192000,2862
194,NA,"RM",24,2522,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,4,3,"PConc",5,4,2,2,0,2,0,970,970,"GasA",5,2,"SBrkr",970,739,0,1709,0,0,2,0,3,1,4,7,4,0,1,"Detchd",2004,2,2,380,4,4,3,0,40,0,0,0,0,1,1,"None",0,5,1,"WD","Normal",130000,2679
195,NA,"RL",60,7180,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,4,4,6,390,2,0,474,864,"GasA",3,2,"SBrkr",864,0,0,864,0,0,1,0,3,1,3,5,8,0,1,"Detchd",1989,2,1,352,4,4,3,0,0,0,0,0,0,1,1,"None",0,5,3,"WD","Normal",127000,1728
196,NA,"RL",24,2280,1,1,4,"Lvl","AllPub","FR2",3,"NPkVill","Norm","Norm","Twnhs","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,3,3,"CBlock",5,4,2,6,566,2,0,289,855,"GasA",3,2,"SBrkr",855,601,0,1456,0,0,2,1,3,1,3,7,8,1,4,"Attchd",1976,2,2,440,4,4,3,87,0,0,0,0,0,1,1,"None",0,7,4,"WD","Normal",148500,2311
197,NA,"RL",79,9416,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",205,5,3,"PConc",6,4,2,7,1126,2,0,600,1726,"GasA",5,2,"SBrkr",1726,0,0,1726,1,0,2,0,3,1,5,8,8,1,5,"Attchd",2007,4,3,786,4,4,3,171,138,0,0,266,0,1,1,"None",0,9,2,"New","Partial",311872,3452
198,NA,"RL",174,25419,1,1,4,"Lvl","AllPub","Corner",3,"NAmes","Artery","Norm","1Fam","2Story",8,4,1918,1990,"Gable","CompShg","Stucco","Stucco","None",0,4,4,"PConc",4,4,2,7,1036,3,184,140,1360,"GasA",4,2,"SBrkr",1360,1360,392,3112,1,1,2,0,4,1,4,8,8,1,6,"Detchd",1918,2,2,795,4,4,3,0,16,552,0,0,512,5,5,"None",0,3,1,"WD","Abnorml",235000,4080
199,NA,"RM",92,5520,1,1,4,"Lvl","AllPub","Corner",3,"OldTown","Norm","Norm","1Fam","2.5Fin",6,6,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,4,2,2,0,2,0,755,755,"GasA",5,2,"SBrkr",929,929,371,2229,0,0,1,0,5,1,3,8,8,0,1,"None",0,1,0,0,1,1,3,0,198,30,0,0,0,1,4,"None",0,7,4,"WD","Abnorml",104000,2613
200,NA,"RL",76,9591,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",262,4,3,"PConc",6,4,4,7,1088,2,0,625,1713,"GasA",5,2,"SBrkr",1713,0,0,1713,1,0,2,0,3,1,5,7,8,1,5,"Attchd",2004,4,3,856,4,4,3,0,26,0,0,170,0,1,1,"None",0,1,4,"WD","Normal",274900,3426
201,NA,"RM",80,8546,1,1,4,"Lvl","AllPub","Corner",3,"Edwards","Norm","Norm","1Fam","1Story",4,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,2,0,2,0,1121,1121,"GasA",5,2,"SBrkr",1121,0,0,1121,0,0,2,0,2,1,3,5,8,0,1,"Attchd",2003,3,2,440,4,4,3,132,64,0,0,0,0,1,1,"None",0,3,5,"WD","Normal",140000,2242
202,NA,"RL",75,10125,1,1,4,"Lvl","AllPub","Inside",3,"Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",4,4,2,6,641,3,279,276,1196,"GasA",3,2,"SBrkr",1279,0,0,1279,0,1,2,0,3,1,3,6,8,2,3,"Detchd",1980,2,2,473,4,4,3,238,83,0,0,0,0,1,4,"None",0,2,3,"WD","Normal",171500,2475
203,NA,"RL",50,7000,1,1,4,"Lvl","AllPub","Corner",3,"OldTown","Artery","Norm","1Fam","1.5Fin",6,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"BrkTil",3,4,2,3,617,2,0,0,617,"GasA",4,2,"SBrkr",865,445,0,1310,0,0,2,0,2,1,3,6,7,0,1,"Attchd",1924,2,1,398,4,4,3,0,0,126,0,0,0,1,1,"None",0,5,1,"COD","Normal",112000,1927
204,NA,"RM",73,4438,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,4,3,"PConc",5,4,4,7,662,2,0,186,848,"GasA",5,2,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,3,8,1,5,"Attchd",2004,3,2,420,4,4,3,149,0,0,0,0,0,1,1,"None",0,1,3,"WD","Normal",149000,1696
205,NA,"RM",50,3500,1,3,4,"Lvl","AllPub","Inside",3,"OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,3,3,"CBlock",4,4,2,3,312,2,0,408,720,"GasA",3,2,"SBrkr",720,564,0,1284,0,0,1,1,2,1,3,5,8,0,1,"Detchd",1948,2,1,240,4,4,3,0,35,0,0,0,0,1,2,"None",0,4,4,"WD","Normal",110000,2004
206,NA,"RL",99,11851,1,1,4,"Lvl","AllPub","Corner",3,"Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",5,4,2,2,0,2,0,1424,1424,"GasA",5,2,"SBrkr",1442,0,0,1442,0,0,2,0,3,1,3,5,8,0,1,"Attchd",1990,3,2,500,4,4,3,0,34,0,508,0,0,1,1,"None",0,5,4,"WD","Normal",180500,2866
207,NA,"RL",40,13673,1,1,3,"Lvl","AllPub","CulDSac",3,"Sawyer","RRAe","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,3,4,"CBlock",4,4,2,2,0,2,0,1140,1140,"GasA",3,2,"SBrkr",1696,0,0,1696,0,0,1,1,3,1,3,8,6,1,4,"Attchd",1962,3,1,349,4,4,3,0,30,0,0,0,0,1,1,"None",0,3,2,"WD","Normal",143900,2836
208,NA,"RL",73,12493,1,1,3,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",4,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,4,2,6,419,4,306,375,1100,"GasA",3,2,"SBrkr",1100,0,0,1100,1,0,1,0,3,1,3,6,8,1,2,"Attchd",1960,3,1,312,4,4,3,355,0,0,0,0,0,1,3,"None",0,4,3,"WD","Normal",141000,2200
209,NA,"RL",91,14364,1,1,3,"Low","AllPub","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1988,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",128,4,3,"CBlock",5,4,5,7,1065,2,0,92,1157,"GasA",5,2,"SBrkr",1180,882,0,2062,1,0,2,1,3,1,3,7,8,1,5,"Attchd",1988,4,2,454,4,4,3,60,55,0,0,154,0,1,1,"None",0,4,2,"WD","Normal",277000,3219
210,NA,"RL",75,8250,1,1,4,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",6,7,1964,1964,"Hip","CompShg","HdBoard","HdBoard","Stone",260,3,3,"CBlock",5,4,2,4,787,2,0,305,1092,"GasA",5,2,"SBrkr",1092,0,0,1092,1,0,1,0,3,1,3,6,8,0,1,"Attchd",1964,3,2,504,4,5,3,0,0,0,0,0,0,1,4,"None",0,7,3,"WD","Normal",145000,2184
211,NA,"RL",67,5604,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,6,1925,1950,"Gable","CompShg","Stucco","Stucco","None",0,3,3,"CBlock",4,4,2,4,468,2,0,396,864,"GasA",3,1,"FuseA",864,0,0,864,1,0,1,0,2,1,3,5,8,0,1,"None",0,1,0,0,1,1,3,0,0,96,0,0,0,1,1,"None",0,4,3,"WD","Normal",98000,1728
212,NA,"RL",83,10420,1,1,4,"Lvl","AllPub","Corner",3,"Edwards","Norm","Norm","1Fam","1Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,3,7,36,2,0,1176,1212,"GasA",5,2,"SBrkr",1212,0,0,1212,0,0,2,0,3,1,4,6,8,0,1,"Attchd",2009,3,2,460,4,4,3,100,22,0,0,0,0,1,1,"None",0,3,5,"WD","Normal",186000,2424
213,NA,"FV",72,8640,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,7,822,2,0,78,900,"GasA",5,2,"SBrkr",932,920,0,1852,1,0,2,1,3,1,4,7,8,1,4,"Attchd",2009,3,2,644,4,4,3,168,108,0,0,0,0,1,1,"None",0,7,4,"New","Partial",252678,2752
214,NA,"RL",43,13568,1,1,2,"Lvl","AllPub","CulDSac",3,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,6,716,2,0,274,990,"GasA",5,2,"SBrkr",990,0,0,990,0,1,1,0,3,1,3,5,8,0,1,"Attchd",1996,2,2,576,4,4,3,224,0,0,0,0,0,1,1,"None",0,7,1,"WD","Normal",156000,1980
215,NA,"RL",24,10900,1,1,3,"Lvl","AllPub","FR2",3,"CollgCr","Norm","Norm","1Fam","2Story",6,7,1977,1977,"Gable","CompShg","HdBoard","HdBoard","BrkFace",153,3,3,"CBlock",5,4,2,7,378,2,0,311,689,"GasA",5,2,"SBrkr",689,703,0,1392,0,0,1,1,3,1,3,6,8,0,1,"Attchd",1977,4,1,299,4,4,3,0,36,0,0,0,0,1,4,"Shed",450,3,5,"WD","Normal",161750,2081
216,NA,"RL",72,10011,1,1,3,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",64,3,3,"CBlock",4,4,2,5,360,2,0,710,1070,"GasA",3,2,"SBrkr",1236,0,0,1236,0,1,1,0,2,1,4,6,7,1,3,"Attchd",1957,2,1,447,4,4,3,0,0,0,0,0,0,1,4,"None",0,5,1,"WD","Normal",134450,2306
217,NA,"RL",65,8450,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,4,3,"PConc",5,4,3,7,946,2,0,490,1436,"GasA",5,2,"SBrkr",1436,0,0,1436,1,0,2,0,3,1,4,8,8,0,1,"Attchd",2004,2,2,484,4,4,3,139,98,0,0,0,0,1,1,"None",0,4,3,"WD","Normal",210000,2872
218,NA,"RM",57,9906,1,3,4,"Lvl","AllPub","Inside",3,"OldTown","Norm","Norm","1Fam","2Story",4,4,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",4,4,2,2,0,2,0,686,686,"GasA",2,1,"SBrkr",810,518,0,1328,0,0,1,0,3,1,3,8,8,0,1,"Detchd",1940,2,1,210,4,4,3,0,172,60,0,0,0,1,1,"None",0,9,1,"WD","Family",107000,2014
219,NA,"RL",88.5,15660,1,1,3,"Lvl","AllPub","Corner",3,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,9,1939,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",312,4,4,"CBlock",4,4,2,5,341,2,0,457,798,"GasA",5,2,"SBrkr",1137,817,0,1954,0,1,1,1,3,1,4,8,8,2,4,"Attchd",1939,2,2,431,4,4,3,0,119,150,0,0,0,1,1,"None",0,5,3,"WD","Normal",311500,2752
220,NA,"RL",43,3010,1,1,4,"Lvl","AllPub","Inside",3,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,4,3,"PConc",5,4,4,7,16,2,0,1232,1248,"GasA",5,2,"SBrkr",1248,0,0,1248,0,0,2,0,2,1,4,5,8,0,1,"Attchd",2005,4,2,438,4,4,3,108,0,0,0,0,0,1,1,"None",0,3,1,"New","Partial",167240,2496
221,NA,"RL",73,8990,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,3,2,0,2,0,1498,1498,"GasA",5,2,"SBrkr",1498,0,0,1498,0,0,2,0,2,1,4,5,8,0,1,"Attchd",2006,3,2,675,4,4,3,351,33,0,0,0,0,1,1,"None",0,4,1,"New","Partial",204900,2996
222,NA,"RL",80,8068,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,1010,1010,"GasA",5,2,"SBrkr",1010,1257,0,2267,0,0,2,1,4,1,4,8,8,1,4,"BuiltIn",2002,3,2,390,4,4,3,120,46,0,0,0,0,1,1,"None",0,12,4,"ConLI","Normal",200000,3277
223,NA,"RL",85,11475,1,1,4,"Lvl","AllPub","Inside",3,"NWAmes","RRAn","Norm","1Fam","2Story",6,6,1975,1975,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",5,4,2,6,550,2,0,163,713,"GasA",3,2,"SBrkr",811,741,0,1552,1,0,2,1,3,1,3,6,8,1,4,"Attchd",1975,3,2,434,4,4,3,209,208,0,0,0,0,1,4,"None",0,2,1,"WD","Normal",179900,2265
224,NA,"RL",70,10500,1,1,4,"Lvl","AllPub","FR2",3,"NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,4,2,6,524,3,180,160,864,"GasA",4,2,"SBrkr",864,0,0,864,0,0,1,0,2,1,3,4,8,0,1,"Detchd",1989,2,2,576,4,4,3,216,0,0,0,0,0,1,1,"None",0,3,4,"WD","Abnorml",97000,1728
225,NA,"RL",103,13472,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",10,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",922,5,3,"PConc",6,4,5,7,56,2,0,2336,2392,"GasA",5,2,"SBrkr",2392,0,0,2392,0,0,2,0,3,1,5,8,8,1,6,"Attchd",2003,4,3,968,4,4,3,248,105,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",386250,4784
226,NA,"RM",21,1680,1,1,4,"Lvl","AllPub","Inside",3,"BrDale","Norm","Norm","Twnhs","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",142,3,3,"CBlock",4,4,2,2,0,2,0,630,630,"GasA",3,2,"SBrkr",630,672,0,1302,0,0,2,1,3,1,3,6,8,0,1,"Detchd",1991,2,1,280,4,4,3,0,0,0,0,0,0,1,1,"None",0,5,4,"COD","Abnorml",112000,1932
227,NA,"RL",82,9950,1,1,3,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",290,4,3,"PConc",5,4,2,7,565,2,0,638,1203,"GasA",5,2,"SBrkr",1214,1306,0,2520,0,0,2,1,4,1,4,9,8,1,4,"Attchd",1995,3,3,721,4,4,3,224,114,0,0,0,0,1,1,"None",0,6,2,"WD","Abnorml",290000,3723
228,NA,"RM",21,1869,1,1,4,"Lvl","AllPub","Inside",3,"BrDale","Norm","Norm","Twnhs","2Story",6,6,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",127,3,3,"CBlock",4,4,2,4,321,2,0,162,483,"GasA",3,2,"SBrkr",483,504,0,987,0,0,1,1,2,1,3,5,8,0,1,"Detchd",1987,2,1,280,4,4,3,0,0,0,0,0,0,1,1,"None",0,9,3,"WD","Normal",106000,1470
229,NA,"RL",70,8521,1,1,4,"Lvl","AllPub","FR2",3,"Sawyer","Feedr","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,4,2,6,842,2,0,70,912,"GasA",3,2,"SBrkr",912,0,0,912,0,0,1,0,3,1,3,5,8,1,3,"Detchd",1974,2,1,336,4,4,3,0,0,0,0,0,0,1,4,"None",0,5,5,"WD","Normal",125000,1824
230,NA,"RL",43,3182,1,1,4,"Lvl","AllPub","Inside",3,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,4,3,"PConc",5,4,4,7,16,2,0,1357,1373,"GasA",5,2,"SBrkr",1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,4,"Attchd",2005,4,2,430,4,4,3,143,20,0,0,0,0,1,1,"None",0,5,4,"WD","Normal",192500,2928
231,NA,"RL",73,8760,1,1,4,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",220,3,3,"CBlock",4,4,2,2,0,2,0,1194,1194,"GasA",3,2,"SBrkr",1194,0,0,1194,1,0,1,0,3,1,3,6,8,0,1,"Attchd",1959,3,1,312,4,4,3,0,0,120,0,0,0,1,1,"None",0,4,5,"WD","Normal",148000,2388
232,NA,"RL",174,15138,1,1,3,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,4,3,"PConc",5,4,2,7,689,2,0,773,1462,"GasA",5,2,"SBrkr",1490,1304,0,2794,1,0,2,1,4,1,5,9,8,1,4,"Attchd",1995,4,3,810,4,4,3,0,146,202,0,0,0,1,1,"None",0,7,4,"WD","Normal",403000,4256
233,NA,"RM",21,1680,1,1,4,"Lvl","AllPub","Inside",3,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",297,3,3,"CBlock",4,4,2,2,0,2,0,483,483,"GasA",3,2,"SBrkr",483,504,0,987,0,0,1,1,2,1,3,5,8,1,2,"Attchd",1972,2,1,288,4,4,3,0,0,0,0,0,0,1,1,"None",0,6,1,"WD","Normal",94500,1470
234,NA,"RL",75,10650,1,1,4,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,5,4,3,182,6,712,0,894,"GasA",3,2,"SBrkr",894,0,0,894,1,0,1,0,3,1,3,5,8,0,1,"Attchd",1976,2,1,308,4,4,3,365,0,0,0,0,0,1,4,"None",0,2,5,"WD","Normal",128200,1788
235,NA,"RL",60,7851,1,1,4,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,7,625,2,0,235,860,"GasA",5,2,"SBrkr",860,1100,0,1960,1,0,2,1,4,1,4,8,8,2,4,"BuiltIn",2002,4,2,440,4,4,3,288,48,0,0,0,0,1,1,"None",0,5,5,"WD","Normal",216500,2820
236,NA,"RM",21,1680,1,1,4,"Lvl","AllPub","Inside",3,"BrDale","Norm","Norm","TwnhsE","2Story",6,3,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",604,3,3,"CBlock",4,4,2,6,358,2,0,125,483,"GasA",3,2,"SBrkr",483,504,0,987,0,0,1,1,2,1,3,5,8,0,1,"Detchd",1971,2,1,264,4,4,3,0,0,0,0,0,0,1,1,"None",0,8,3,"WD","Normal",89500,1470
237,NA,"RL",65,8773,1,1,4,"Lvl","AllPub","FR2",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",98,4,3,"PConc",5,4,4,7,24,2,0,1390,1414,"GasA",5,2,"SBrkr",1414,0,0,1414,0,0,2,0,3,1,4,6,8,0,1,"Attchd",2004,3,2,494,4,4,3,132,105,0,0,0,0,1,1,"None",0,5,5,"WD","Normal",185500,2828
238,NA,"RL",71,9453,1,1,3,"Lvl","AllPub","CulDSac",3,"SawyerW","RRNe","Norm","1Fam","2Story",7,7,1993,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",5,4,2,5,402,2,0,594,996,"GasA",5,2,"SBrkr",1014,730,0,1744,0,0,2,1,3,1,4,7,8,0,1,"Attchd",1993,3,2,457,4,4,3,370,70,0,238,0,0,1,1,"None",0,2,5,"WD","Normal",194500,2740
239,NA,"RL",93,12030,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",254,5,3,"PConc",6,4,2,2,0,2,0,1694,1694,"GasA",5,2,"SBrkr",1694,0,0,1694,0,0,2,0,3,1,4,7,8,0,1,"Attchd",2007,4,3,818,4,4,3,168,228,0,0,0,0,1,1,"None",0,12,2,"New","Partial",318000,3388
240,NA,"RL",52,8741,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",4,3,2,3,94,2,0,641,735,"GasA",3,2,"FuseA",798,689,0,1487,0,0,1,1,3,1,3,7,8,1,5,"Detchd",1949,2,1,220,4,4,3,0,140,0,0,0,0,1,4,"None",0,4,5,"WD","Normal",113000,2222
241,NA,"FV",75,9000,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",36,4,3,"PConc",5,4,4,7,1078,2,0,488,1566,"GasA",5,2,"SBrkr",1566,0,0,1566,1,0,2,0,3,1,4,7,8,0,1,"Attchd",2008,3,2,750,4,4,3,144,168,0,0,0,0,1,1,"None",0,4,5,"WD","Normal",262500,3132
