"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF"
1850,NA,"RL",68,9571,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",4,4,2,4,257,2,0,816,1073,"GasA",3,2,"FuseA",1073,0,0,1073,1,0,1,0,2,1,3,5,8,0,1,"Attchd",1956,2,1,340,4,4,3,0,0,0,0,0,0,1,5,"None",0,2,4,"WD","Normal",NA,2146
1851,NA,"RL",50,9350,1,1,4,"Bnk","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","2Story",6,7,1946,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",4,4,2,5,342,2,0,405,747,"GasA",5,2,"SBrkr",892,747,0,1639,0,0,1,1,3,1,4,6,8,1,5,"Detchd",1946,2,1,240,4,4,3,0,50,0,0,0,0,1,1,"None",0,7,4,"WD","Normal",NA,2386
1852,NA,"RL",62,7440,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",5,4,2,5,173,2,0,916,1089,"GasW",3,2,"SBrkr",1089,0,0,1089,1,0,1,0,3,1,3,5,8,1,5,"Detchd",1954,3,1,252,4,4,2,328,0,0,0,0,0,1,4,"None",0,9,4,"WD","Normal",NA,2178
1853,NA,"RL",42,4235,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","TwnhsE","1Story",5,5,1984,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",149,4,3,"CBlock",5,4,3,7,552,6,393,104,1049,"GasA",3,2,"SBrkr",1049,0,0,1049,1,0,2,0,2,1,4,5,8,0,1,"Attchd",1984,4,1,266,4,4,3,0,105,0,0,0,0,1,1,"None",0,2,4,"WD","Normal",NA,2098
1854,NA,"RL",74,10778,1,1,3,"Lvl","AllPub","Inside",3,"SawyerW","Feedr","Norm","1Fam","SLvl",7,6,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",5,4,2,7,460,6,286,308,1054,"GasA",4,2,"SBrkr",1061,0,0,1061,1,0,1,1,1,1,4,4,8,0,1,"Attchd",1990,2,2,462,4,4,3,114,36,0,0,0,0,1,1,"None",0,7,4,"WD","Normal",NA,2115
1855,NA,"RL",66,19255,1,1,3,"Lvl","AllPub","Inside",3,"SawyerW","Norm","Norm","1Fam","SLvl",6,5,1983,1983,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",100,4,3,"CBlock",5,4,4,4,70,7,450,0,520,"GasA",4,2,"SBrkr",1338,0,0,1338,0,0,1,1,2,1,4,5,6,1,2,"Attchd",1983,2,2,576,4,4,3,0,0,0,0,0,0,1,1,"Shed",600,9,4,"WD","Normal",NA,1858
1856,NA,"RL",85,10560,1,1,4,"Lvl","AllPub","Corner",3,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"PConc",5,5,2,7,474,2,0,605,1079,"GasA",5,2,"SBrkr",1079,800,0,1879,1,0,2,1,3,1,4,8,8,1,4,"Attchd",1993,3,2,473,4,4,3,400,100,144,0,0,0,1,4,"None",0,8,4,"WD","Normal",NA,2958
1857,NA,"RL",120,26400,1,1,4,"Bnk","AllPub","FR2",3,"SawyerW","Feedr","Norm","1Fam","2Story",5,7,1880,2007,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",1,1,1,1,0,1,0,0,0,"GasA",5,2,"SBrkr",1288,728,0,2016,0,0,1,0,4,1,3,7,5,1,4,"Attchd",1900,2,2,576,4,4,2,0,0,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",NA,2016
1858,NA,"RL",64,7018,1,1,4,"Lvl","AllPub","Inside",3,"SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,2,"SBrkr",1114,1114,0,2228,0,0,2,0,6,2,3,8,8,0,1,"Detchd",1979,2,2,720,4,4,3,73,0,0,0,0,0,1,1,"None",0,6,4,"WD","Alloca",NA,2228
1859,NA,"RL",64,7018,1,1,4,"Bnk","AllPub","Inside",3,"SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,2,"SBrkr",1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,1,"Attchd",1979,2,2,400,4,4,3,0,0,0,0,0,0,1,5,"None",0,6,4,"WD","Alloca",NA,1535
1860,NA,"RL",64,7040,1,1,4,"Lvl","AllPub","Inside",3,"SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","BrkFace",216,3,3,"CBlock",5,4,4,7,1094,2,0,0,1094,"GasA",3,2,"SBrkr",1229,0,0,1229,2,0,0,2,2,2,4,6,8,2,4,"Detchd",1979,2,2,672,4,4,3,120,0,0,0,0,0,1,1,"None",0,6,4,"WD","Alloca",NA,2323
1861,NA,"RL",64,7007,1,1,4,"Bnk","AllPub","Inside",3,"SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,2,"SBrkr",1513,0,0,1513,0,0,2,0,4,2,3,8,8,0,1,"Attchd",1979,2,2,400,4,4,3,0,0,0,0,0,0,1,1,"None",0,6,4,"WD","Alloca",NA,1513
1862,NA,"RL",21,11855,1,1,4,"Lvl","AllPub","Inside",3,"SawyerW","Norm","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,3,3,"PConc",6,4,2,7,820,2,0,348,1168,"GasA",5,2,"SBrkr",1168,1619,0,2787,2,0,4,2,6,2,3,8,8,2,4,"BuiltIn",2000,4,4,820,4,4,3,312,0,0,0,0,0,1,1,"None",0,10,4,"WD","Normal",NA,3955
1863,NA,"RL",74,7939,1,1,4,"Lvl","AllPub","Inside",3,"SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,3,3,"PConc",6,4,2,7,820,2,0,348,1168,"GasA",5,2,"SBrkr",1168,1619,0,2787,2,0,4,2,6,2,3,8,8,2,4,"BuiltIn",2000,4,4,820,4,4,3,312,0,0,0,0,0,1,1,"None",0,10,4,"WD","Normal",NA,3955
1864,NA,"RL",73,7976,1,1,4,"Lvl","AllPub","Inside",3,"SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,3,3,"PConc",6,4,2,7,820,2,0,348,1168,"GasA",5,2,"SBrkr",1168,1619,0,2787,2,0,4,2,6,2,3,8,8,2,4,"BuiltIn",2000,4,4,820,4,4,3,312,0,0,0,0,0,1,1,"None",0,10,4,"WD","Normal",NA,3955
1865,NA,"RL",84,10933,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",242,5,3,"PConc",6,4,5,7,1021,2,0,534,1555,"GasA",5,2,"SBrkr",1680,0,0,1680,1,0,1,1,1,1,5,8,8,1,5,"Attchd",2009,4,3,1138,4,4,3,185,24,0,0,0,0,1,1,"None",0,7,4,"New","Partial",NA,3235
1866,NA,"RL",65,10816,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",364,5,3,"PConc",6,4,5,7,1104,2,0,616,1720,"GasA",5,2,"SBrkr",1720,0,0,1720,1,0,2,0,3,1,5,8,8,1,5,"Attchd",2008,3,3,846,4,4,3,208,104,0,0,0,0,1,1,"None",0,11,4,"WD","Normal",NA,3440
1867,NA,"RL",71,9178,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,2,0,2,0,1468,1468,"GasA",5,2,"SBrkr",1468,0,0,1468,0,0,2,0,3,1,4,6,8,1,5,"Attchd",2008,3,3,904,4,4,3,192,142,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",NA,2936
1868,NA,"RL",77,11422,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",352,4,3,"PConc",6,4,4,7,1359,2,0,479,1838,"GasA",5,2,"SBrkr",1838,0,0,1838,1,0,2,0,3,1,4,7,8,2,5,"Attchd",2007,3,2,524,4,4,3,154,222,0,0,0,0,1,1,"None",0,4,4,"WD","Normal",NA,3676
1869,NA,"RL",64,6762,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,7,902,2,0,380,1282,"GasA",5,2,"SBrkr",1290,0,0,1290,1,0,2,0,2,1,4,6,8,1,5,"Attchd",2007,3,2,662,4,4,3,168,0,0,0,0,0,1,1,"None",0,5,4,"WD","Normal",NA,2572
1870,NA,"RL",95,10324,1,1,3,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",140,4,3,"PConc",5,4,4,7,872,2,0,382,1254,"GasA",5,2,"SBrkr",1254,0,0,1254,1,0,2,0,2,1,4,5,8,0,1,"Attchd",2008,3,3,810,4,4,3,168,92,0,0,0,0,1,1,"None",0,3,4,"WD","Normal",NA,2508
1871,NA,"RL",78,11645,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",76,4,3,"PConc",6,4,5,7,24,2,0,1474,1498,"GasA",5,2,"SBrkr",1498,0,0,1498,0,0,2,0,3,1,4,7,8,1,5,"Attchd",2005,4,3,844,4,4,3,144,98,0,0,0,0,1,1,"None",0,3,4,"WD","Normal",NA,2996
1872,NA,"RL",79,11646,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,2,0,2,0,704,704,"GasA",5,2,"SBrkr",704,718,0,1422,0,0,2,1,3,1,4,7,8,1,5,"Attchd",2005,4,2,440,4,4,3,36,28,0,0,0,0,1,1,"None",0,7,4,"WD","Normal",NA,2126
1873,NA,"RL",88,16698,1,1,3,"HLS","AllPub","CulDSac",2,"ClearCr","Norm","Norm","1Fam","2Story",7,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,7,800,2,0,649,1449,"GasA",4,2,"SBrkr",944,815,0,1759,1,0,2,1,3,1,4,7,8,1,4,"Attchd",1992,2,2,525,4,4,3,150,193,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",NA,3208
1874,NA,"RL",65,9757,1,1,4,"Low","AllPub","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",4,4,2,6,755,2,0,235,990,"GasA",5,2,"SBrkr",990,0,0,990,1,0,1,0,3,1,3,5,8,0,1,"Attchd",1995,3,1,440,4,4,3,66,0,0,0,92,0,1,1,"None",0,10,4,"WD","Normal",NA,1980
1875,NA,"RL",65,14753,1,1,2,"Low","AllPub","Inside",3,"CollgCr","PosN","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,3,7,950,2,0,513,1463,"GasA",5,2,"SBrkr",1463,0,0,1463,1,0,2,0,3,1,3,5,8,0,1,"Attchd",1998,4,2,539,4,4,3,0,81,0,0,0,0,1,5,"None",0,12,4,"WD","Normal",NA,2926
1876,NA,"RL",70,8750,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,3,3,"PConc",5,4,2,7,606,2,0,322,928,"GasA",5,2,"SBrkr",928,844,0,1772,1,0,2,1,3,1,3,7,8,1,4,"Attchd",1998,3,2,492,4,4,3,150,96,0,0,0,0,1,1,"None",0,4,4,"WD","Normal",NA,2700
1877,NA,"RL",65,10739,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,4,3,"PConc",5,4,2,7,1259,2,0,172,1431,"GasA",5,2,"SBrkr",1444,0,0,1444,1,0,2,0,3,1,4,6,8,0,1,"Attchd",2002,3,2,577,4,4,3,144,40,0,0,0,0,1,1,"None",0,4,4,"WD","Normal",NA,2875
1878,NA,"RL",75,11166,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,4,3,"PConc",5,4,3,7,24,2,0,1468,1492,"GasA",5,2,"SBrkr",1492,0,0,1492,0,0,2,0,3,1,4,6,8,1,4,"Attchd",2001,3,2,608,4,4,3,0,114,0,0,168,0,1,1,"None",0,7,4,"WD","Family",NA,2984
1879,NA,"RL",24,16269,1,1,3,"Lvl","AllPub","CulDSac",3,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,3,3,"BrkTil",5,4,4,7,625,2,0,282,907,"GasA",3,2,"SBrkr",907,0,0,907,0,0,1,0,3,1,3,5,8,0,1,"Attchd",1978,2,1,343,4,4,3,72,0,0,0,0,0,1,4,"None",0,7,4,"WD","Normal",NA,1814
1880,NA,"RL",76,6950,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1979,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",40,3,3,"CBlock",4,4,2,6,710,5,72,132,914,"GasA",3,2,"SBrkr",914,0,0,914,1,0,1,0,2,1,3,5,8,0,1,"Attchd",1979,2,2,444,4,4,3,0,0,0,0,0,0,1,1,"None",0,10,4,"WD","Normal",NA,1828
1881,NA,"RL",90,11664,1,1,4,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,7,1234,2,0,335,1569,"GasA",5,2,"SBrkr",1611,0,0,1611,1,0,2,0,3,1,4,6,8,0,1,"Attchd",2002,3,3,1231,4,4,3,262,93,0,0,0,0,1,1,"None",0,9,4,"WD","Normal",NA,3180
1882,NA,"RL",94,12334,1,1,3,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",198,4,3,"PConc",5,4,4,2,0,2,0,1068,1068,"GasA",5,2,"SBrkr",1068,1116,0,2184,0,0,2,1,4,1,4,8,8,1,5,"BuiltIn",2003,3,2,570,4,4,3,192,132,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",NA,3252
1883,NA,"RL",70,8749,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,840,840,"GasA",5,2,"SBrkr",840,885,0,1725,0,0,2,1,3,1,4,6,8,0,1,"Attchd",2002,3,2,550,4,4,3,0,48,0,0,0,0,1,1,"None",0,11,4,"WD","Normal",NA,2565
1884,NA,"RL",80,11250,1,1,4,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,944,944,"GasA",5,2,"SBrkr",944,926,0,1870,0,0,2,1,3,1,4,6,8,0,1,"Attchd",2001,3,2,608,4,4,3,256,43,0,0,0,0,1,1,"None",0,5,4,"WD","Normal",NA,2814
1885,NA,"RL",90,15750,1,1,4,"Lvl","AllPub","FR3",3,"CollgCr","Feedr","Norm","1Fam","1Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",260,4,3,"PConc",5,4,5,7,1246,2,0,216,1462,"GasA",5,2,"SBrkr",1513,0,0,1513,1,0,2,0,2,1,4,5,8,1,4,"Attchd",1999,4,2,521,4,4,3,135,34,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",NA,2975
1886,NA,"RL",60,12782,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2003,"Hip","CompShg","HdBoard","HdBoard","BrkFace",164,4,3,"PConc",6,4,5,7,1360,2,0,462,1822,"GasA",5,2,"SBrkr",1828,0,0,1828,1,0,2,0,3,1,4,7,8,1,5,"Attchd",2002,4,2,523,4,4,3,194,144,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",NA,3650
1887,NA,"RL",70,8750,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",209,4,3,"PConc",5,4,4,7,1111,2,0,306,1417,"GasA",5,2,"SBrkr",1417,0,0,1417,1,0,2,0,3,1,4,7,8,1,4,"Attchd",1997,2,2,511,4,4,3,60,0,0,0,117,0,1,1,"None",0,8,4,"WD","Normal",NA,2834
1888,NA,"RL",85,10200,1,1,4,"Lvl","AllPub","Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,4,3,"PConc",5,4,4,7,1478,2,0,100,1578,"GasA",5,2,"SBrkr",1602,0,0,1602,1,0,2,0,3,1,4,7,8,1,5,"Attchd",2007,3,3,810,4,4,3,0,48,0,0,195,0,1,1,"None",0,1,4,"WD","Normal",NA,3180
1889,NA,"RL",85,11069,1,1,4,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,608,608,"GasA",5,2,"SBrkr",608,788,0,1396,0,0,2,1,3,1,4,6,8,1,5,"BuiltIn",2007,4,2,440,4,4,3,100,36,0,0,0,0,1,1,"None",0,7,4,"WD","Normal",NA,2004
1890,NA,"RL",80,10682,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1Story",4,6,1960,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,4,2,7,399,2,0,615,1014,"GasA",3,2,"SBrkr",1149,0,0,1149,1,0,1,0,3,1,3,7,7,0,1,"2Types",1968,4,1,544,4,4,3,0,240,0,0,0,0,1,4,"None",0,7,4,"WD","Normal",NA,2163
1891,NA,"RM",35,3675,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,3,3,"Wood",5,4,5,7,547,2,0,0,547,"GasA",4,2,"SBrkr",1072,0,0,1072,1,0,1,0,2,1,3,5,8,0,1,"Basment",2005,4,2,525,4,4,3,0,28,0,0,0,0,1,1,"None",0,4,4,"WD","Normal",NA,1619
1892,NA,"RL",64,6410,1,1,4,"HLS","AllPub","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","AsbShng","AsbShng","None",0,3,3,"CBlock",4,4,2,3,332,4,243,301,876,"GasA",3,2,"FuseA",876,0,0,876,0,0,1,0,3,1,3,5,8,0,1,"Detchd",1959,2,1,320,4,4,3,0,0,0,0,0,0,1,4,"None",0,3,4,"WD","Normal",NA,1752
1893,NA,"RL",70,11767,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,4,3,4,1078,2,0,0,1078,"GasA",3,2,"FuseA",1368,0,0,1368,1,0,1,0,3,1,3,6,7,0,1,"Attchd",1950,3,1,195,4,4,3,0,41,211,0,0,0,1,1,"Shed",900,6,4,"WD","Normal",NA,2446
1894,NA,"RL",65,10926,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","Duplex","1Story",5,5,1959,1959,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,3,3,"CBlock",4,4,2,2,0,2,0,1678,1678,"GasA",3,2,"SBrkr",1678,0,0,1678,0,0,2,0,6,2,3,10,8,0,1,"None",0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,"None",0,8,4,"WD","Normal",NA,3356
1895,NA,"RL",70,11767,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","HdBoard","HdBoard","BrkFace",259,3,3,"CBlock",4,4,2,4,546,2,0,604,1150,"GasA",5,2,"SBrkr",1560,0,0,1560,0,0,1,0,2,1,3,7,7,1,4,"Attchd",1956,2,1,313,4,4,3,0,0,0,0,0,0,1,1,"None",0,5,4,"WD","Normal",NA,2710
1896,NA,"RL",45,8212,1,3,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,4,2,4,626,2,0,94,720,"GasA",5,2,"SBrkr",854,444,0,1298,0,0,1,0,3,1,3,6,8,2,5,"Detchd",1940,2,1,256,4,4,3,84,0,0,0,0,0,1,1,"None",0,9,4,"WD","Normal",NA,2018
1897,NA,"RH",70,6300,1,2,4,"Lvl","AllPub","Corner",3,"SWISU","Norm","Norm","1Fam","1.5Fin",5,4,1938,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",88,3,3,"PConc",4,3,2,3,832,2,0,0,832,"GasA",3,2,"SBrkr",832,436,0,1268,0,0,1,1,3,1,3,7,8,2,5,"Basment",1938,2,1,250,4,4,3,0,0,55,0,0,0,1,1,"None",0,7,4,"WD","Abnorml",NA,2100
1898,NA,"RL",43,5707,1,1,4,"Bnk","AllPub","Inside",3,"SWISU","Feedr","Norm","1Fam","2Story",6,6,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,4,2,2,0,2,0,583,583,"GasA",4,2,"FuseF",647,595,0,1242,0,0,1,1,3,1,3,6,8,1,5,"Detchd",1926,2,1,180,3,4,3,329,96,0,0,0,0,1,1,"None",0,3,4,"WD","Normal",NA,1825
1899,NA,"RL",64,8574,1,1,4,"Lvl","AllPub","Inside",3,"Crawfor","Norm","Norm","1Fam","1Story",6,8,1916,2000,"Gable","CompShg","Stucco","Stucco","None",0,4,3,"BrkTil",4,4,2,2,0,2,0,816,816,"GasA",5,2,"SBrkr",1232,0,0,1232,0,0,1,0,3,1,4,6,8,1,5,"Detchd",1916,2,2,440,4,4,3,0,0,180,0,0,0,1,1,"None",0,10,4,"WD","Normal",NA,2048
1900,NA,"RL",53,7155,1,1,4,"Lvl","AllPub","Inside",3,"Crawfor","Norm","Norm","1Fam","2Story",7,8,1918,1990,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,3,3,2,0,2,0,600,600,"GasA",5,2,"SBrkr",628,600,0,1228,0,0,1,0,3,1,3,6,8,1,5,"Detchd",1918,2,1,215,3,4,3,0,113,0,0,195,0,1,4,"None",0,5,4,"WD","Normal",NA,1828
1901,NA,"RL",60,13680,1,1,4,"HLS","AllPub","Inside",2,"Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,4,2,6,728,2,0,112,840,"GasA",5,2,"SBrkr",840,727,0,1567,1,0,1,1,2,1,3,6,6,2,4,"Detchd",1961,2,2,440,4,4,3,0,21,150,0,0,0,1,5,"None",0,2,4,"WD","Normal",NA,2407
1902,NA,"RL",80,14680,1,3,3,"HLS","AllPub","Inside",3,"Crawfor","Norm","Norm","1Fam","1Story",5,4,1960,1960,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",4,4,2,4,793,2,0,480,1273,"GasA",5,2,"SBrkr",1273,0,0,1273,0,0,1,0,2,1,3,5,8,0,1,"Attchd",1960,2,1,307,4,4,3,483,0,0,0,115,0,1,4,"None",0,6,4,"WD","Normal",NA,2546
1903,NA,"RL",73.5,8145,1,1,3,"HLS","AllPub","Corner",3,"Crawfor","Norm","Norm","Duplex","2.5Unf",7,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,4,2,3,246,2,0,674,920,"GasA",5,2,"SBrkr",1240,1240,0,2480,0,0,2,1,5,2,3,13,8,2,5,"Detchd",1940,2,2,400,4,4,3,0,0,57,0,0,0,1,1,"None",0,7,4,"WD","Normal",NA,3400
1904,NA,"RL",70,9100,1,1,4,"Lvl","AllPub","Inside",3,"Crawfor","Feedr","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,3,4,"BrkTil",4,4,3,4,154,6,694,264,1112,"GasA",5,2,"SBrkr",1112,0,0,1112,1,0,1,0,2,1,3,6,8,1,5,"Attchd",1954,2,1,390,4,4,3,0,0,0,0,0,0,1,4,"None",0,10,4,"WD","Family",NA,2224
1905,NA,"RL",90,13339,1,1,3,"Lvl","AllPub","Inside",3,"Crawfor","Norm","Norm","1Fam","1Story",6,6,1960,1960,"Gable","CompShg","HdBoard","Plywood","Stone",132,3,3,"CBlock",4,4,2,3,65,5,875,621,1561,"GasA",3,2,"SBrkr",1561,0,0,1561,1,0,2,0,3,1,3,6,8,1,5,"Attchd",1960,4,2,463,4,4,3,0,148,0,0,120,0,1,1,"None",0,5,4,"WD","Normal",NA,3122
